SAC:SIC:ALT_GEO_FT:POS_LAT_DEG:POS_LONG_DEG:ALT_BARO_FT:TOD:REC_TIME_POSIX:REC_TIME_MS:EMITTER_CATEGORY:DIFFERENTIAL_CORRECTION:GROUND_BIT:SIMULATED_TARGET:TEST_TARGET:FROM_FFT:SELECTED_ALT_CAPABILITY:SPI:LINK_TECHNOLOGY_CDTI:LINK_TECHNOLOGY_MDS:LINK_TECHNOLOGY_UAT:LINK_TECHNOLOGY_VDL:LINK_TECHNOLOGY_OTHER:DESCRIPTOR_ATP:alt_reporting_capability_ft:TARGET_ADDR:CAT:LINE_ID:DS_ID:report_type:TOD_CALCULATED:CALLSIGN:GROUNDSPEED_KT:TRACK_ANGLE_DEG:REC_NUM
8:200:130:48,6515939614259:2,3740563564152724:130:6855168:1665586356:0:13:N:N:N:N:N:N:N:N:N:N:N:Y:1:0:623615:21:1:18:3:N:5FSCK5S0:0,0108:34,28:86
8:200:130:48,6515939614259:2,3740563564152724:130:6855680:1665586360:0:13:N:N:N:N:N:N:N:N:N:N:N:Y:1:0:623615:21:1:18:3:N:5FSCK5S0:0,0216:354,95:87
8:200:130:48,6515939614259:2,3740563564152724:130:6855936:1665586362:0:13:N:N:N:N:N:N:N:N:N:N:N:Y:1:0:623615:21:1:18:3:N:5FSCK5S0:0,0216:354,95:88
8:200:130:48,6515939614259:2,3740563564152724:130:6859008:1665586386:0:13:N:N:N:N:N:N:N:N:N:N:N:Y:1:0:623615:21:1:18:3:N:5FSCK5S0:0,0162:297,14:89
8:200:129:48,65160542058182:2,3740620859932298:129:6860288:1665586396:0:13:N:N:N:N:N:N:N:N:N:N:N:Y:1:0:623615:21:1:18:3:N:5FSCK5S0:0,027:232,46:90
8:200:130:48,65160542058182:2,3740620859932298:130:6861056:1665586402:0:13:N:N:N:N:N:N:N:N:N:N:N:Y:1:0:623615:21:1:18:3:N:5FSCK5S0:0,0324:232,47:91
8:200:214:48,65109548814357:2,372051004130023:214:6982528:1665587351:0:13:N:N:N:N:N:N:N:N:N:N:N:Y:1:0:623615:21:1:18:3:N:5FSCK5S0:0,054:77,82:92
8:200:235:48,65109548814357:2,372051004130023:235:6983040:1665587355:0:13:N:N:N:N:N:N:N:N:N:N:N:Y:1:0:623615:21:1:18:3:N:5FSCK5S0:0,01947:77,7:93
8:200:238:48,65109548814357:2,3720624632859386:238:6983552:1665587359:0:13:N:N:N:N:N:N:N:N:N:N:N:Y:1:0:623615:21:1:18:3:N:5FSCK5S0:0,446636:78,55:94
8:200:315:48,651101217721525:2,372119759065517:315:6985088:1665587371:0:13:N:N:N:N:N:N:N:N:N:N:N:Y:1:0:623615:21:1:18:3:N:5FSCK5S0:0,0229103:77,78:95
8:200:315:48,651101217721525:2,372091111175728:315:6985600:1665587375:0:13:N:N:N:N:N:N:N:N:N:N:N:Y:1:0:623615:21:1:18:3:N:5FSCK5S0:0,0683052:77,85:96
8:200:295:48,651101217721525:2,372091111175728:295:6986112:1665587379:0:13:N:N:N:N:N:N:N:N:N:N:N:Y:1:0:623615:21:1:18:3:N:5FSCK5S0:0,0773162:77,36:97
8:200:246:48,651101217721525:2,372091111175728:246:6986880:1665587385:0:13:N:N:N:N:N:N:N:N:N:N:N:Y:1:0:623615:21:1:18:3:N:5FSCK5S0:0,101457:77,56:98
8:200:160:48,651101217721525:2,37208538159777:160:6987648:1665587391:0:13:N:N:N:N:N:N:N:N:N:N:N:Y:1:0:623615:21:1:18:3:N:5FSCK5S0:0,0534573:77,28:99
8:200:172:48,65060847401714:2,3714436688664904:172:6995328:1665587451:0:13:N:N:N:N:N:N:N:N:N:N:N:Y:1:0:623615:21:1:18:3:N:5FSCK5S0:3,8002:51,650000000000006:100
8:200:170:48,650476693724116:2,3711915674363446:170:6995584:1665587453:0:13:N:N:N:N:N:N:N:N:N:N:N:Y:1:0:623615:21:1:18:3:N:5FSCK5S0:3,82418:51,44999999999999:101
8:200:183:48,65037929089883:2,371019680097609:183:6996608:1665587461:0:13:N:N:N:N:N:N:N:N:N:N:N:Y:1:0:623615:21:1:18:3:N:5FSCK5S0:3,59937:51,639999999999986:102
8:200:183:48,65037929089883:2,371019680097609:183:6996864:1665587463:0:13:N:N:N:N:N:N:N:N:N:N:N:Y:1:0:623615:21:1:18:3:N:5FSCK5S0:3,59937:51,639999999999986:103
8:200:183:48,65021313313806:2,3707160124658424:183:6997888:1665587471:0:13:N:N:N:N:N:N:N:N:N:N:N:Y:1:0:623615:21:1:18:3:N:5FSCK5S0:0,145098:51,860000000000014:104
8:200:185:48,650207403560096:2,3707160124658424:185:6998144:1665587473:0:13:N:N:N:N:N:N:N:N:N:N:N:Y:1:0:623615:21:1:18:3:N:5FSCK5S0:0,0324:51,75999999999999:105
8:200:184:48,650207403560096:2,3707160124658424:184:6999424:1665587483:0:13:N:N:N:N:N:N:N:N:N:N:N:Y:1:0:623615:21:1:18:3:N:5FSCK5S0:0:330,22:106
8:200:184:48,650207403560096:2,3707160124658424:184:6999936:1665587487:0:13:N:N:N:N:N:N:N:N:N:N:N:Y:1:0:623615:21:1:18:3:N:5FSCK5S0:0,0216:261,09000000000003:107
8:200:184:48,65039075005475:2,3709108181164096:184:7000960:1665587495:0:13:N:N:N:N:N:N:N:N:N:N:N:Y:1:0:623615:21:1:18:3:N:5FSCK5S0:4,4887:211,39:108
8:200:184:48,65091214164892:2,371449398444448:184:7002240:1665587505:0:13:N:N:N:N:N:N:N:N:N:N:N:Y:1:0:623615:21:1:18:3:N:5FSCK5S0:4,05997:238,37:109
8:200:175:48,65101527405216:2,3716384745170576:175:7002752:1665587509:0:13:N:N:N:N:N:N:N:N:N:N:N:Y:1:0:623615:21:1:18:3:N:5FSCK5S0:1,93347:237,54:110
8:200:170:48,65104392194194:2,37168431114072:170:7003520:1665587515:0:13:N:N:N:N:N:N:N:N:N:N:N:Y:1:0:623615:21:1:18:3:N:5FSCK5S0:0,0054:237,37:111
8:200:155:48,65104392194194:2,37168431114072:155:7004032:1665587519:0:13:N:N:N:N:N:N:N:N:N:N:N:Y:1:0:623615:21:1:18:3:N:5FSCK5S0:0,0652484:237,1:112
8:200:376:48,6847395699121:2,2407634548037283:376:7389312:1665590529:0:13:N:N:N:N:N:N:N:N:N:N:N:Y:1:0:623615:21:1:18:3:N:3YTSJ630:10,2443:265,40999999999997:113
8:200:41:48,62320390264473:2,334923338963121:41:7750656:1665593352:0:13:N:N:N:N:N:N:N:N:N:N:N:Y:1:0:623615:21:1:18:3:N:08RDDBB0:0,0120748:103,06:114
8:200:94:48,62320963222268:2,3349290685410793:94:7750912:1665593354:0:13:N:N:N:N:N:N:N:N:N:N:N:Y:1:0:623615:21:1:18:3:N:08RDDBB0:0,0170763:103,17:115
8:200:200:48,62320963222268:2,3349290685410793:200:7751936:1665593362:0:13:N:N:N:N:N:N:N:N:N:N:N:Y:1:0:623615:21:1:18:3:N:08RDDBB0:0,0314871:103,16:116
8:200:214:48,62320963222268:2,3349290685410793:214:7752192:1665593364:0:13:N:N:N:N:N:N:N:N:N:N:N:Y:1:0:623615:21:1:18:3:N:08RDDBB0:0,0170763:103,15:117
8:200:309:48,62320963222268:2,334923338963121:309:7753216:1665593372:0:13:N:N:N:N:N:N:N:N:N:N:N:Y:1:0:623615:21:1:18:3:N:08RDDBB0:0,0328469:81,44:118
8:200:349:48,62320963222268:2,3349290685410793:349:7753472:1665593374:0:13:N:N:N:N:N:N:N:N:N:N:N:Y:1:0:623615:21:1:18:3:N:08RDDBB0:0,0170763:349,73:119
8:200:352:48,62330703504797:2,3349749051647417:352:7754496:1665593382:0:13:N:N:N:N:N:N:N:N:N:N:N:Y:1:0:623615:21:1:18:3:N:08RDDBB0:0,218817:14,210000000000008:120
8:200:352:48,62330703504797:2,3349749051647417:352:7754752:1665593384:0:13:N:N:N:N:N:N:N:N:N:N:N:Y:1:0:623615:21:1:18:3:N:08RDDBB0:0,218817:14,210000000000008:121
8:200:347:48,62330703504797:2,3349749051647417:347:7755776:1665593392:0:13:N:N:N:N:N:N:N:N:N:N:N:Y:1:0:623615:21:1:18:3:N:08RDDBB0:0,0108:11,210000000000008:122
8:200:347:48,623295575892044:2,334969175586784:347:7756288:1665593396:0:13:N:N:N:N:N:N:N:N:N:N:N:Y:1:0:623615:21:1:18:3:N:08RDDBB0:0,663761:6,810000000000002:123
8:200:311:48,623289846314094:2,334969175586784:311:7756800:1665593400:0:13:N:N:N:N:N:N:N:N:N:N:N:Y:1:0:623615:21:1:18:3:N:08RDDBB0:0,0054:6,590000000000003:124
8:200:271:48,623289846314094:2,334969175586784:271:7757312:1665593404:0:13:N:N:N:N:N:N:N:N:N:N:N:Y:1:0:623615:21:1:18:3:N:08RDDBB0:0,01947:358,16999999999996:125
8:200:221:48,623289846314094:2,334969175586784:221:7757824:1665593408:0:13:N:N:N:N:N:N:N:N:N:N:N:Y:1:0:623615:21:1:18:3:N:08RDDBB0:0,0054:327,98:126
